geneID	319_1_mouse_C57Bl6_Adip_iBA_1	319_2_mouse_C57Bl6_Adip_ScWA_2	319_3_mouse_C57Bl6_Adip_ScWA_3	319_4_mouse_C57Bl6_Adip_ScWA_4	319_5_mouse_C57Bl6_Adip_VisWA_1	319_6_mouse_C57Bl6_Adip_VisWA_2	319_7_mouse_C57Bl6_Adip_VisWA_3	319_8_mouse_C57Bl6_Adip_VisWA_4	319_9_mouse_C57Bl6_Adip_ScWA_1	319_11_mouse_C57Bl6_Adip_iBA_3	319_12_mouse_C57Bl6_Adip_iBA_4	319_13_mouse_SV129_Adip_ScWA_1	319_14_mouse_SV129_Adip_ScWA_2	319_15_mouse_SV129_Adip_ScWA_3	319_16_mouse_SV129_Adip_ScWA_4	319_17_mouse_SV129_Adip_VisWA_1	319_18_mouse_SV129_Adip_VisWA_2	319_19_mouse_SV129_Adip_VisWA_3	319_20_mouse_SV129_Adip_VisWA_4	319_21_mouse_SV129_Adip_iBA_1	319_22_mouse_SV129_Adip_iBA_2	319_23_mouse_SV129_Adip_iBA_3	319_24_mouse_SV129_Adip_iBA_4
ENSMUSG00000000881	1.447	2.464	1.307	2.088	1.671	2.024	2.344	2.218	1.439	2.635	1.914	1.975	1.902	2.232	2.819	3.357	2.638	3.612	4.589	2.267	1.443	3.350	2.453
ENSMUSG00000000884	2.708	2.282	1.950	2.458	3.704	1.914	2.843	3.617	2.159	1.484	1.899	2.073	1.438	2.451	1.976	2.304	2.299	2.698	1.923	1.228	0.699	1.149	0.992
ENSMUSG00000000889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023	0
ENSMUSG00000000901	4.008	0.482	0.322	0.654	2.500	1.109	1.064	1.457	0.905	2.251	4.315	0.696	1.761	1.476	2.152	2.539	5.571	3.875	5.412	2.238	4.101	2.955	2.890
ENSMUSG00000000902	36.343	20.615	22.513	19.928	27.815	22.919	25.760	23.546	22.090	20.408	27.353	16.546	21.793	19.652	20.775	22.285	25.296	26.266	21.471	16.714	16.134	18.657	16.563
ENSMUSG00000000903	0.610	0.285	0.147	0.226	0.229	0	0.071	0	0.391	0.628	0.223	0	0.305	0.342	0.239	0.226	0.085	0.322	0.078	0	0.191	0.266	0.523
ENSMUSG00000000915	5.516	1.614	1.169	1.586	3.771	2.100	2.117	2.508	1.798	3.786	4.828	3.703	3.429	4.512	6.997	5.103	6.206	6.309	4.908	7.235	4.315	6.859	5.329
ENSMUSG00000000916	15.028	3.702	5.868	5.417	9.316	4.602	6.261	6.177	5.973	9.443	11.252	3.705	5.348	5.489	7.479	5.182	5.768	5.811	5.108	5.942	5.036	6.522	7.576
ENSMUSG00000000934	5.258	6.393	6.086	6.340	6.004	5.582	6.150	5.979	6.568	6.071	6.102	5.558	6.740	6.001	6.849	5.418	4.939	6.546	5.317	3.667	3.706	5.399	4.398
ENSMUSG00000000938	0	9.329	10.429	10.115	0.343	0	0.078	0.262	11.822	0	0.032	5.051	8.159	8.831	8.216	0.098	0.313	0.059	0.057	0	0	0	0
ENSMUSG00000000942	14.560	1.174	1.154	1.622	4.992	2.446	2.942	3.871	2.236	6.865	8.102	1.886	2.544	2.513	2.622	3.812	4.925	5.263	5.826	4.949	3.937	6.445	5.834
ENSMUSG00000000948	15.635	9.642	8.987	9.883	10.039	11.258	11.179	11.496	11.095	11.351	12.447	9.586	8.524	7.919	9.222	10.432	8.080	8.582	9.274	5.763	5.379	7.676	6.601
ENSMUSG00000000957	2.263	1.481	1.470	2.154	5.669	3.383	2.924	3.219	4.287	1.340	1.400	3.515	2.957	2.344	3.027	3.881	5.593	5.203	4.630	0.958	1.496	1.578	1.385
ENSMUSG00000000958	1.548	0.586	0.476	0.815	1.667	1.119	0.990	1.213	0.828	1.207	1.936	1.619	1.459	1.641	1.688	1.530	1.813	2.198	2.482	2.146	1.570	1.477	1.656
ENSMUSG00000000959	56.724	17.949	20.901	19.769	22.923	19.059	20.386	21.282	21.786	32.285	40.011	21.346	24.784	23.816	24.349	21.922	23.082	25.124	23.403	23.283	17.142	28.351	26.712
ENSMUSG00000000976	4.619	6.276	7.372	6.090	6.633	6.447	7.789	6.300	4.418	3.867	4.021	4.708	5.339	5.627	5.183	5.432	6.090	6.900	6.116	3.651	2.758	5.004	3.105
ENSMUSG00000000982	1.096	1.968	0.960	5.399	10.202	6.261	6.706	5.392	13.449	0.293	0.638	6.238	3.737	2.649	1.364	4.489	4.322	3.607	4.148	1.188	1.639	1.396	0.728
ENSMUSG00000000983	0	0	0	0.090	0	0	0	0	0.101	0	0	0.103	0	0	0.095	0	0	0	0	0	0	0	0
ENSMUSG00000001014	0.300	0.115	0	0	0	0	0	0	0	0	0.139	0	0	0	0	0	0	0	0	0	0.082	0	0
ENSMUSG00000001016	13.263	16.599	17.596	15.172	21.865	19.467	20.867	19.270	19.543	11.947	15.246	16.720	17.933	16.346	17.058	19.099	22.369	22.117	20.072	12.900	11.713	13.257	10.238
ENSMUSG00000001017	23.518	31.455	31.285	30.447	37.381	34.836	34.617	33.613	34.054	23.456	27.058	28.782	30.015	29.901	31.835	33.108	35.778	36.579	35.511	27.686	21.105	25.665	22.019
ENSMUSG00000001018	27.583	26.213	26.522	26.240	31.299	30.946	31.940	31.195	25.802	26.353	27.021	29.510	29.612	27.309	29.501	32.412	34.301	32.907	33.196	19.853	16.494	21.281	19.543
ENSMUSG00000001020	1.897	1.670	1.108	4.624	8.737	5.130	5.022	5.110	2.707	0.901	1.634	12.399	9.484	9.007	5.975	14.187	11.045	13.898	21.340	1.097	3.961	3.858	2.150
ENSMUSG00000001021	0.084	0.073	0.065	0.066	0	0.063	0.188	0	0	0.079	0.076	0.075	0.067	0.225	0.140	0.265	0.375	0.071	0.137	0.170	0.084	0.167	0
ENSMUSG00000001023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116	0	0	0	0
ENSMUSG00000001025	23.689	26.898	19.186	56.084	70.976	38.712	53.986	34.880	32.596	10.224	23.093	92.970	71.790	84.295	52.929	131.210	128.713	137.083	162.680	20.509	23.942	17.924	18.798
ENSMUSG00000001027	0	0	0	0	0	0	0	0	0	0	0	0	0.108	0.121	0	0	0	0	0	0	0	0	0
ENSMUSG00000001029	46.130	7.774	5.117	10.552	27.109	12.556	12.108	14.374	15.193	21.926	44.741	22.893	25.720	24.207	38.919	28.983	38.922	40.108	32.527	67.913	44.092	35.203	41.995
ENSMUSG00000001034	5.307	2.353	3.552	3.599	3.907	3.638	3.280	4.182	2.848	2.367	5.170	3.440	4.413	4.707	5.597	6.575	6.031	6.087	5.686	6.363	4.732	5.631	6.525
ENSMUSG00000001036	26.567	21.854	22.009	21.353	31.846	32.113	34.436	32.101	19.393	22.887	24.727	29.093	31.346	27.768	30.453	42.742	54.054	47.953	52.946	31.231	23.569	28.943	24.502
ENSMUSG00000001039	4.095	1.566	2.204	2.445	4.107	3.242	3.620	2.861	2.495	1.642	1.913	3.686	2.902	3.400	3.093	3.267	4.417	4.592	4.169	2.559	3.295	2.922	2.906
ENSMUSG00000001052	15.398	54.981	37.403	45.826	31.275	37.077	37.694	31.922	38.148	18.510	18.299	41.377	38.776	42.464	31.412	41.609	38.996	32.868	36.563	25.465	17.699	22.699	16.215
ENSMUSG00000001053	16.932	2.745	2.143	3.432	12.663	4.658	4.789	4.512	3.715	7.184	14.354	4.803	4.703	5.701	6.316	6.889	8.626	8.965	6.325	11.113	7.374	6.332	8.922
ENSMUSG00000001054	12.352	8.995	9.885	11.232	10.153	11.300	12.017	10.978	8.669	7.819	12.371	10.537	10.826	10.537	9.662	10.390	13.999	13.606	14.995	10.685	8.854	9.571	9.928
ENSMUSG00000001056	31.717	15.711	16.919	17.072	30.710	18.499	21.246	22.774	21.603	19.942	20.381	14.793	21.652	17.985	17.581	17.281	16.291	19.551	18.458	9.752	7.712	13.949	14.133
ENSMUSG00000001082	7.052	5.380	5.955	5.810	6.877	6.085	7.478	5.661	5.133	4.368	8.058	9.334	6.973	5.379	7.683	8.667	9.539	10.524	10.242	6.442	4.127	5.605	5.045
ENSMUSG00000001089	7.440	9.325	9.894	10.362	8.489	9.572	7.891	9.566	8.877	16.971	9.588	14.767	17.090	17.192	18.074	15.967	17.294	17.805	17.401	22.499	13.865	21.592	17.952
ENSMUSG00000001095	0.099	0.086	0	0.032	0	0	0.037	0	0.061	0.023	0.067	0.022	0.020	0.044	0	0.020	0	0.021	0	0.050	0	0.049	0.051
ENSMUSG00000001098	40.937	24.633	20.343	25.185	43.441	32.637	35.280	27.284	30.063	23.971	41.328	37.964	34.484	35.394	43.430	40.257	45.452	49.490	44.782	50.396	34.622	41.163	38.202
ENSMUSG00000001100	167.128	70.944	82.946	75.265	74.030	69.077	68.034	69.972	73.599	101.679	130.926	64.639	66.225	64.796	67.949	52.838	59.388	59.444	54.920	49.106	37.467	70.732	58.834
ENSMUSG00000001103	0.046	0	0	0.035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046	0
ENSMUSG00000001105	22.472	32.853	33.122	32.902	42.246	31.596	35.426	36.464	42.084	31.062	28.245	28.363	32.394	30.450	31.179	28.546	28.879	30.345	29.770	21.271	19.462	28.014	22.169
ENSMUSG00000001119	15.139	18.576	19.223	27.270	53.343	49.391	51.281	40.135	22.793	5.365	9.886	33.577	27.238	28.080	20.166	37.622	35.571	39.637	36.635	6.201	8.922	8.358	7.833
ENSMUSG00000001120	5.069	7.278	3.715	5.109	5.569	6.483	6.876	4.570	3.559	2.800	5.300	4.255	4.628	4.592	4.515	5.200	7.454	7.483	5.694	4.038	2.755	3.635	4.015
ENSMUSG00000001123	39.098	40.938	43.842	48.874	46.865	33.056	37.091	35.214	43.846	26.818	42.364	44.970	35.718	48.410	43.588	36.296	38.348	40.653	40.848	40.469	29.811	33.349	29.789
ENSMUSG00000001127	46.633	44.202	39.941	39.464	39.916	42.913	44.989	37.044	39.485	35.407	29.613	36.377	34.275	40.178	32.990	39.835	39.460	42.745	42.430	27.570	21.046	31.791	28.056
ENSMUSG00000001128	1.973	3.388	2.173	4.854	5.218	3.808	2.239	2.823	7.665	1.118	1.263	5.579	3.888	3.477	2.826	3.374	2.986	2.648	2.813	2.105	2.063	2.240	1.213
ENSMUSG00000001131	0.216	0.916	0.552	3.419	4.478	3.895	2.355	1.183	1.272	0.067	0.065	3.366	1.260	1.682	1.135	0.961	1.105	0.798	0.554	0.219	0.144	0.071	0.074
ENSMUSG00000001134	33.700	16.329	18.813	20.645	20.240	15.214	18.489	18.304	20.495	24.710	28.141	17.346	17.549	18.587	19.095	16.823	17.427	18.266	17.746	11.000	8.174	14.207	12.740
ENSMUSG00000001138	12.899	8.174	8.593	7.192	9.506	10.077	10.948	9.082	5.186	7.032	8.710	5.832	7.524	6.839	7.799	9.209	11.343	9.479	8.618	5.110	4.262	5.144	5.964
ENSMUSG00000001143	27.507	27.086	29.747	28.430	29.401	24.977	27.147	25.825	28.725	19.035	24.773	21.317	24.136	27.366	24.800	20.861	23.628	23.848	23.106	11.219	12.990	16.730	12.335
ENSMUSG00000001150	7.459	6.612	7.621	7.184	6.927	6.930	7.793	7.867	5.761	5.986	7.567	6.642	7.540	8.205	7.264	7.740	9.061	9.121	8.423	6.722	5.628	7.685	6.498
ENSMUSG00000001151	1.517	2.177	1.906	2.180	2.580	2.432	2.498	2.250	1.583	1.949	1.873	3.144	2.628	3.222	3.189	4.097	3.978	4.370	4.165	3.451	1.957	3.191	2.628
ENSMUSG00000001155	0	0.054	0.024	0.050	0.025	0.015	0.092	0.122	0.017	0	0	0.018	0.016	0.018	0	0.024	0.115	0.034	0.034	0	0	0	0
ENSMUSG00000001156	4.117	4.896	3.580	4.153	4.405	4.163	3.698	3.181	5.697	2.732	5.156	7.256	4.328	4.971	4.204	3.425	3.413	3.728	3.932	4.139	2.500	4.038	2.101
ENSMUSG00000001157	1.776	4.477	4.571	4.797	3.998	4.175	4.379	4.403	4.305	4.100	3.096	6.644	6.846	6.589	7.003	6.867	7.473	6.455	7.606	5.634	4.524	6.725	5.208
ENSMUSG00000001158	39.268	22.894	28.140	28.980	35.183	24.359	27.126	30.493	30.847	30.859	37.466	23.437	29.482	26.924	28.738	26.724	29.940	30.439	26.836	24.044	19.735	27.756	23.953
ENSMUSG00000001166	0.789	0.888	0.726	1.120	1.464	0.642	0.977	1.020	0.953	0.425	0.940	1.038	1.652	1.653	1.241	1.191	1.123	1.160	0.880	1.198	0.600	1.006	0.839
ENSMUSG00000001173	2.173	5.419	4.891	4.858	3.867	5.394	5.488	5.549	5.134	4.743	3.214	6.971	6.817	6.366	6.104	6.814	7.739	6.270	7.312	4.959	3.704	6.398	4.600
ENSMUSG00000001175	102.675	199.260	200.141	219.601	257.392	212.742	212.803	216.572	226.347	155.275	143.793	257.042	256.062	241.626	275.112	260.498	264.536	250.011	279.172	258.100	178.793	214.569	200.060
ENSMUSG00000001211	294.788	93.115	99.058	97.586	132.612	103.694	118.519	113.397	93.199	163.646	183.562	86.576	98.125	96.438	100.189	95.136	99.661	102.363	93.827	70.307	58.197	124.252	106.802
ENSMUSG00000001225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043	0.018	0.086	0.052	0	0	0	0
ENSMUSG00000001227	7.094	3.297	1.936	3.934	5.859	3.355	2.520	2.483	4.899	5.062	9.648	9.209	5.481	6.385	7.733	5.509	4.970	6.020	4.625	9.644	5.319	8.537	5.657
ENSMUSG00000001228	2.882	0.585	0.191	0.531	1.613	0.457	0.578	0.618	0.495	1.156	1.723	0.984	0.665	0.527	0.989	0.545	1.058	0.811	0.976	1.232	0.812	0.929	0.859
ENSMUSG00000001229	12.306	11.201	11.099	11.157	11.338	11.547	12.093	10.961	9.420	8.412	10.716	7.758	10.455	9.785	10.037	10.214	11.140	10.952	10.238	10.341	6.354	7.785	8.393
ENSMUSG00000001240	136.022	20.901	20.949	30.611	83.951	49.313	50.558	48.448	39.044	62.922	141.772	66.730	59.424	63.213	82.050	96.298	94.001	110.559	94.320	269.044	134.152	112.322	125.386
ENSMUSG00000001247	0.749	0.470	0.570	0.659	1.093	0.675	1.337	0.576	0.373	0.282	0.302	0.354	0.485	0.588	0.706	0.936	1.261	1.040	0.980	0.292	0.301	0.624	0.299
ENSMUSG00000001248	25.166	22.534	22.828	21.597	21.185	17.356	16.011	16.330	20.288	16.786	22.587	18.865	16.940	19.479	16.774	13.412	12.847	13.735	11.522	12.585	9.609	13.845	11.794
ENSMUSG00000001249	1.392	1.100	1.125	0.975	0.794	0.925	0.543	0.987	0.816	1.213	1.744	1.442	0.461	1.074	0.338	0.383	0.240	0.483	0.569	0.452	0.553	0.757	0.100
ENSMUSG00000001270	14.254	6.130	4.729	5.045	33.937	15.970	19.483	18.729	6.778	5.873	8.133	5.999	5.733	5.963	7.855	14.150	13.448	14.309	12.291	9.603	4.445	6.481	7.841
ENSMUSG00000001280	6.260	13.143	11.815	13.514	7.581	13.001	10.330	9.771	9.355	13.706	10.195	14.715	16.326	17.209	14.550	19.264	17.532	19.673	19.645	21.320	12.132	21.663	15.331
ENSMUSG00000001281	0.224	0.058	0.069	0.168	0.267	0.067	0.134	0.309	0.110	0.126	0.081	0.609	0.555	0.100	0.223	0.421	0.180	0.169	0.485	0.227	0.291	0.089	0.255
ENSMUSG00000001285	29.667	17.393	19.578	19.318	25.987	18.708	21.169	19.676	21.484	16.208	22.366	17.622	19.870	19.716	20.990	19.939	20.130	24.026	22.517	14.341	11.191	21.258	15.717
ENSMUSG00000001288	31.609	11.509	7.538	10.090	20.272	10.282	13.271	8.067	10.273	16.041	26.413	10.006	11.809	12.248	16.410	13.864	16.813	19.847	15.999	24.349	18.212	20.446	21.213
ENSMUSG00000001289	200.586	118.317	125.028	137.726	182.464	123.075	163.445	147.776	150.162	117.502	183.938	117.256	116.267	116.806	134.474	140.252	144.529	166.081	154.525	123.967	98.624	108.121	106.209
ENSMUSG00000001300	12.069	5.003	4.543	5.981	8.469	7.512	5.055	8.270	5.239	15.287	20.044	15.532	11.989	12.323	19.023	17.651	18.945	20.287	22.154	46.500	31.006	31.788	25.779
ENSMUSG00000001305	3.087	7.762	9.275	9.019	11.338	8.681	8.863	11.028	8.920	5.503	3.172	7.811	7.155	8.255	7.576	9.089	9.585	9.944	9.443	4.984	4.315	7.513	6.106
ENSMUSG00000001313	2.495	0.864	0.897	1.247	5.537	3.311	4.134	3.677	1.856	1.711	2.837	2.936	2.369	1.801	2.748	3.750	3.560	4.288	2.845	2.481	2.959	2.173	2.846
ENSMUSG00000001323	20.975	17.028	15.290	19.174	19.084	14.283	20.479	18.346	16.110	28.604	20.212	17.773	18.747	19.698	18.394	17.199	18.100	17.110	19.669	16.099	12.412	21.169	16.310
ENSMUSG00000001333	0	0.045	0.068	0.046	0.305	0.111	0.220	0.196	0.024	0.139	0.054	0.134	0.047	0.079	0.124	0.187	0.252	0.299	0.243	0.105	0.119	0.089	0.153
ENSMUSG00000001334	2.952	0.151	0.316	0.170	0.310	0.178	0.162	0.126	0.300	0.853	1.021	0.641	0.846	0.831	0.504	0.256	0.367	0.327	0.371	0.110	0.087	0.064	0.090
ENSMUSG00000001348	274.845	531.756	527.486	524.437	502.856	388.211	465.473	389.834	506.031	152.265	224.009	343.307	395.148	380.436	363.069	263.992	280.813	302.412	260.021	76.511	84.364	120.199	104.310
ENSMUSG00000001349	0.127	0.198	0.058	0.099	0.483	0.151	0.151	0.063	0.082	0.142	0.229	0.113	0.081	0.023	0.210	0.219	0.113	0.339	0.227	0.154	0.581	0.251	0.419
ENSMUSG00000001366	48.339	39.602	45.002	42.063	49.968	39.359	40.843	46.745	49.789	45.898	41.121	29.671	43.690	41.741	43.061	37.109	50.975	45.370	47.380	28.873	21.928	37.052	27.949
ENSMUSG00000001376	2.810	13.091	12.800	13.024	9.455	13.105	10.230	13.715	13.084	6.710	4.920	13.203	12.115	12.565	13.174	13.452	12.547	13.611	17.309	10.613	7.744	9.610	8.569
ENSMUSG00000001379	5.151	3.986	4.284	4.059	4.624	3.741	4.335	4.153	4.075	4.683	4.792	6.982	5.486	6.995	5.021	5.713	4.975	5.704	5.668	5.035	3.480	5.532	4.903
ENSMUSG00000001380	14.706	22.217	26.530	25.215	28.713	25.886	28.533	28.001	26.701	17.843	18.889	26.688	26.875	25.631	27.256	30.160	30.987	31.247	29.601	18.150	13.857	20.507	17.043
ENSMUSG00000001383	14.641	21.721	24.835	25.467	27.614	26.790	30.596	29.939	27.128	16.707	17.285	21.410	24.053	23.588	24.708	25.313	25.837	27.555	27.482	16.965	13.798	17.893	16.647
ENSMUSG00000001403	0.186	1.202	1.458	1.217	1.823	1.118	1.755	1.441	1.248	0.457	0.666	2.653	2.715	3.452	2.793	1.360	0.773	1.558	1.662	0.502	1.051	0.809	0.979
ENSMUSG00000001415	25.934	13.807	17.278	15.282	20.808	17.406	14.725	17.131	15.272	14.423	14.325	10.601	13.763	14.938	15.281	12.445	18.529	18.560	15.234	9.265	7.406	16.920	12.352
ENSMUSG00000001416	74.648	78.566	85.641	90.415	78.252	71.971	79.475	69.871	93.983	82.304	87.653	64.535	77.718	71.191	79.480	69.436	77.255	74.861	70.931	60.921	51.907	70.325	63.443
ENSMUSG00000001417	0.213	2.330	2.718	1.720	0.401	0.489	0.516	0.604	2.619	0.188	0.121	0.942	1.300	1.210	2.057	0.577	0.217	0.440	0.354	0.100	0.062	0.225	0.150
ENSMUSG00000001418	159.141	105.416	108.450	115.188	118.567	107.420	117.152	99.636	120.639	89.097	129.794	95.668	104.323	98.869	103.663	95.008	92.473	98.108	88.184	84.579	68.519	83.970	79.412
ENSMUSG00000001419	32.948	16.770	18.530	20.516	26.889	20.378	17.892	21.818	19.134	25.907	25.407	18.136	18.668	19.856	21.519	21.555	21.797	23.378	20.306	19.681	13.360	23.635	18.652
ENSMUSG00000001420	96.800	7.896	10.818	10.953	6.401	6.224	4.456	6.907	10.722	59.765	49.872	8.149	12.309	11.799	15.178	4.592	5.936	4.637	3.989	15.789	12.503	36.397	28.584
ENSMUSG00000001424	41.364	46.685	51.566	45.555	56.191	52.216	56.418	52.331	47.383	23.838	33.729	39.608	45.710	38.357	35.568	45.220	46.797	51.549	47.954	21.716	21.256	28.771	21.581
ENSMUSG00000001435	5.336	25.040	20.332	20.352	40.212	32.407	42.371	29.630	11.790	3.614	6.177	27.526	28.577	25.747	23.906	42.571	36.918	43.166	43.587	3.067	5.255	4.721	5.453
ENSMUSG00000001436	33.145	14.465	23.371	20.995	19.274	14.326	12.695	19.281	17.599	19.454	21.232	14.425	23.339	19.591	22.660	12.908	14.396	15.551	12.017	7.097	7.050	17.986	13.758
ENSMUSG00000001440	15.377	48.245	49.682	46.191	45.967	60.573	52.641	59.321	49.555	30.173	20.575	44.782	47.666	46.651	43.237	58.682	61.598	60.164	61.316	30.861	27.040	37.730	31.304
ENSMUSG00000001441	9.465	30.591	30.792	32.654	30.215	37.032	40.097	35.538	34.619	22.534	11.866	34.733	30.726	31.264	28.259	37.677	32.939	35.450	33.814	20.292	16.670	24.226	17.615
ENSMUSG00000001444	1.085	0.355	0.166	0.264	0	0.054	0.018	0.040	0.451	0.812	0.480	0.129	0.077	0.215	0.040	0.038	0.043	0.061	0.020	0.024	0.144	0.334	0.050
ENSMUSG00000001445	92.223	34.499	35.206	34.356	41.901	35.795	39.902	38.937	35.954	53.914	72.368	34.651	39.227	36.232	36.261	37.203	35.612	36.246	35.373	29.133	24.036	39.717	36.391
ENSMUSG00000001467	14.085	18.962	27.719	23.827	28.083	30.010	24.207	39.222	25.744	26.867	17.962	18.332	19.708	20.788	19.369	16.964	21.409	17.701	15.984	9.757	12.219	15.872	12.587
ENSMUSG00000001473	9.694	26.246	16.435	21.533	37.289	35.306	36.456	20.589	37.432	8.016	9.604	37.067	17.295	17.931	20.046	18.363	18.996	19.185	16.247	6.355	5.783	8.484	7.410
ENSMUSG00000001493	2.369	0.747	0.537	1.076	2.395	1.328	1.143	1.318	1.490	1.486	2.435	1.229	1.306	1.198	2.501	2.051	3.092	3.472	2.874	1.825	1.556	1.733	2.087
ENSMUSG00000001494	0	0	0	0	0	0	0	0	0	0	0.026	0	0	0	0	0	0	0	0	0	0.087	0.029	0
ENSMUSG00000001497	0.014	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022	0	0	0	0	0	0	0	0
ENSMUSG00000001504	0.909	3.880	2.907	4.018	0.212	0.048	0	0.019	1.522	1.018	0.486	1.001	1.652	1.625	1.249	0.090	0	0.090	0.228	0.752	0.204	0.754	0.250
ENSMUSG00000001506	5.367	8.188	9.280	11.694	9.667	6.596	7.488	5.496	10.840	2.239	3.002	19.220	17.426	13.696	14.456	5.047	6.579	8.609	6.621	4.236	8.557	4.775	4.728
ENSMUSG00000001507	6.711	0.842	0.695	0.967	1.775	1.200	1.174	1.282	1.539	2.753	3.857	2.887	2.223	3.002	3.115	3.084	3.503	3.236	3.339	4.200	3.863	4.922	4.368
ENSMUSG00000001508	0	0.036	0.151	0	0	0.083	0	0.082	0.160	0.079	0.197	0.062	0.198	0	0.447	0.260	0.325	0.157	0.321	0.099	0.198	0.097	0.115
ENSMUSG00000001510	0	0	0	0	0	0	0	0	0	0	0	0	0.018	0.020	0.019	0	0	0.019	0	0	0	0	0
ENSMUSG00000001517	0.245	0.698	0.260	0.688	0.578	0.782	0.609	0.762	0.294	0.078	0.274	1.204	1.435	0.878	1.308	1.118	0.990	1.086	1.549	1.402	0.674	1.396	0.796
ENSMUSG00000001518	7.856	5.119	6.479	6.726	6.438	5.461	6.200	6.070	5.772	5.290	6.385	4.129	5.323	4.724	4.947	5.126	6.340	6.739	5.938	3.628	2.840	4.352	3.776
ENSMUSG00000001520	2.181	0.879	0.625	0.739	1.705	1.009	1.214	1.044	0.550	0.827	1.565	1.271	0.719	1.526	1.780	2.372	2.368	3.861	3.340	1.552	1.213	1.379	1.899
ENSMUSG00000001521	3.453	5.571	7.165	6.519	7.742	7.158	6.985	5.968	4.990	2.246	3.591	5.368	6.406	6.428	5.860	6.209	8.091	8.600	9.442	3.440	3.154	4.731	4.352
ENSMUSG00000001524	13.366	7.964	7.612	8.468	13.073	7.743	9.251	6.922	8.858	5.896	10.908	5.389	5.442	6.928	6.608	5.279	6.661	6.639	6.178	5.137	5.151	6.427	4.512
ENSMUSG00000001525	48.691	64.502	90.912	76.077	107.873	78.352	79.502	96.805	73.803	31.391	53.185	46.436	67.419	58.914	65.722	57.411	74.611	74.311	68.567	53.921	40.084	40.667	42.811
ENSMUSG00000001542	5.460	24.818	24.775	24.794	20.316	31.130	22.475	28.979	26.388	13.832	7.201	36.246	29.745	28.771	26.012	32.299	28.128	27.260	31.094	12.995	9.260	16.137	13.668
ENSMUSG00000001552	108.183	27.857	22.880	27.834	93.870	83.380	94.264	77.171	31.694	58.965	90.347	36.861	36.556	42.415	61.037	83.225	72.484	89.103	78.209	104.827	77.459	98.317	98.267
ENSMUSG00000001555	3.623	1.207	0.617	1.088	4.800	2.144	2.050	1.476	1.641	1.052	1.791	2.545	1.964	2.019	2.590	2.251	3.911	4.732	4.113	1.634	1.128	1.063	1.226
ENSMUSG00000001558	0.178	0.121	0.251	0.093	0.142	0.067	0.066	0.074	0.169	0.056	0.135	0.080	0.189	0.120	0.059	0.256	0.132	0.075	0.048	0.065	0.059	0.206	0.123
ENSMUSG00000001569	3.334	9.614	10.405	10.974	9.806	12.545	10.855	10.903	10.797	8.774	6.500	10.038	9.963	11.796	9.378	11.886	13.651	14.273	13.757	7.618	6.033	10.032	6.720
ENSMUSG00000001576	57.129	51.971	59.355	57.027	59.038	55.483	60.612	66.205	48.272	49.553	53.054	49.041	75.655	61.033	56.807	63.849	72.479	63.268	59.232	27.476	25.357	44.646	36.149
ENSMUSG00000001583	0.281	0.852	1.669	0.838	2.131	1.274	2.147	1.537	0.562	0.031	0.106	0.715	1.493	0.795	0.653	1.029	0.613	0.829	1.264	0.131	0.238	0.212	0
ENSMUSG00000001588	0.675	0.075	0.145	0.259	0.503	0.134	0.257	0.207	0.392	0.244	0.736	0.699	0.401	0.679	0.936	0.704	0.867	0.703	0.819	1.753	0.847	0.922	1.195
ENSMUSG00000001604	1.135	0.499	0.213	0.573	0.343	0.502	0.464	0.573	0.429	0.626	0.814	0.887	1.720	1.115	1.134	1.121	0.555	0.506	0.327	0.478	0.344	0.522	0.932
ENSMUSG00000001622	0	0.105	0	0	0	0	0	0	0	0	0	0	0	0	0.050	0	0	0	0	0	0	0	0
ENSMUSG00000001627	70.512	1508.890	947.975	976.669	1185.420	1302.620	1341.140	883.812	1519.880	183.114	120.502	1519.450	942.393	1032.910	688.634	685.685	570.822	638.825	588.448	144.986	111.341	287.236	121.864
ENSMUSG00000001630	4.489	7.729	8.255	8.032	6.819	7.486	6.982	6.979	8.091	9.398	5.846	5.332	5.714	6.031	6.431	5.079	6.696	6.307	6.144	7.693	5.148	9.406	7.913
ENSMUSG00000001632	11.885	10.019	10.424	10.310	11.497	10.557	9.331	9.711	9.228	13.036	10.115	10.932	9.562	10.846	10.652	11.600	12.828	12.896	10.771	10.344	6.791	11.584	8.732
ENSMUSG00000001642	48.967	66.800	79.623	78.177	56.343	51.770	53.916	53.789	84.337	33.619	44.149	54.091	60.717	51.565	53.160	40.216	44.770	44.120	43.040	22.883	17.652	25.254	21.375
ENSMUSG00000001656	0	0.026	0.046	0	0	0	0	0.025	0.024	0	0	0	0	0	0.074	0	0	0	0	0	0	0	0
ENSMUSG00000001657	2.609	34.961	36.121	35.530	51.670	52.698	49.059	57.334	35.616	2.758	2.950	23.354	31.146	28.732	26.074	40.953	43.622	42.981	50.410	1.531	1.690	3.022	1.537
